neg_pos,word,value,inflections
neg,verdorben,-0.1755,"verdorbenstes,verdorbenerer,verdorbenste,verdorbenster,verdorbeneres,verdorbneren,verdorbene,verdorbnerem,verdorbenstem,verdorbensten,verdorbneres,verdorbenes,verdorbnerer,verdorbener,verdorbenst,verdorbenen,verdorbnere,verdorbenem,verdorbner,verdorbenerem,verdorbenere,verdorbeneren"
neg,verdrießlich,-0.0048,"verdrießlichster,verdrießliches,verdrießlichstes,verdrießlicher,verdrießlicheres,verdrießlicherer,verdrießlichstem,verdrießlicheren,verdrießlicherem,verdrießlichsten,verdrießlichem,verdrießliche,verdrießlichen,verdrießlichst,verdrießlichste,verdrießlichere"
neg,verdrängen,-0.3468,"verdrängst,verdrängest,verdrängte,verdränge,verdrängt,verdrängten,verdräng,verdrängtest,verdränget,verdrängtet"
neg,verdunkeln,-0.0048,"verdunkle,verdunkl,verdunkelte,verdunkelen,verdunkeltest,verdunkelten,verdunkele,verdunkelt,verdunkeltet,verdunkelst,verdunkel"
neg,vereiteln,-0.0048,"vereitle,vereitele,vereiteltest,vereitelt,vereiteltet,vereitl,vereitelst,vereitelen,vereitel,vereitelten,vereitelte"
neg,verfallen,-0.4849,"verfallner,verfallenem,verfallenst,verfalleneres,verfallenere,verfallenerer,verfallene,verfallenerem,verfallnere,verfalleneren,verfallenstem,verfallensten,verfallenste,verfallnerer,verfallenstes,verfallneres,verfallenster,verfallneren,verfallenen,verfallnerem,verfallener,verfallenes"
neg,verfassungswidrig,-0.0048,NA
neg,verfehlen,-0.0373,"verfehlten,verfehlte,verfehl,verfehlst,verfehlt,verfehlet,verfehle,verfehlest,verfehltet,verfehltest"
neg,verfluchen,-0.3284,"verfluch,verfluchet,verfluchten,verfluchst,verfluchtest,verfluchte,verfluche,verflucht,verfluchtet,verfluchest"
neg,verfälschen,-0.3323,"verfälschten,verfälschtet,verfälschest,verfälschte,verfälschst,verfälsche,verfälsch,verfälschtest,verfälschet,verfälscht"
neg,vergammelt,-0.0048,"vergammelteres,vergammelterer,vergammeltste,vergammelterem,vergammeltst,vergammelteren,vergammeltstem,vergammeltsten,vergammelten,vergammelte,vergammeltem,vergammeltere,vergammeltes,vergammeltster,vergammelter,vergammeltstes"
neg,vergeblich,-0.0048,"vergeblichstem,vergeblichsten,vergeblichem,vergeblichere,vergeblichen,vergebliches,vergeblicher,vergebliche,vergeblichste,vergeblichster,vergeblichstes,vergeblicherer,vergeblicheres,vergeblicherem,vergeblichst,vergeblicheren"
neg,vergelten,-0.0048,NA
neg,vergeuden,-0.1836,"vergeudete,vergeude,vergeudtet,vergeudeten,vergeudtest,vergeudetet,vergeud,vergeudet,vergeudte,vergeudetest,vergeudten,vergeudest"
neg,vergewaltigen,-0.0048,"vergewaltige,vergewaltigtest,vergewaltigtet,vergewaltigt,vergewaltigten,vergewaltigte,vergewaltigest,vergewaltiget,vergewaltig,vergewaltigst"
neg,verharmlosen,-0.049,"verharmlosten,verharmlos,verharmlost,verharmloset,verharmlose,verharmlostest,verharmlosest,verharmlostet,verharmloste"
neg,verhasst,-0.0048,"verhassteres,verhasstester,verhassterer,verhasstem,verhassten,verhasstes,verhasstestes,verhasster,verhasstestem,verhasstesten,verhasstere,verhassteste,verhassteren,verhasste,verhassterem,verhasstest"
neg,verheeren,-0.0048,"verheern,verheerten,verheertest,verheertet,verheerst,verheert,verheerte,verheere,verheer"
neg,verheerend,-0.478,"verheerendstes,verheerendster,verheerendere,verheerenderes,verheerendsten,verheerenderer,verheerendem,verheerenden,verheerendst,verheerenderen,verheerendstem,verheerender,verheerendes,verheerenderem,verheerendste,verheerende"
neg,verherrlichen,-0.0048,"verherrlichet,verherrlichten,verherrlichte,verherrlichst,verherrlichest,verherrliche,verherrlicht,verherrlichtest,verherrlich,verherrlichtet"
neg,verhängnisvoll,-0.333,NA
neg,verhöhnen,-0.0048,"verhöhntest,verhöhnet,verhöhntet,verhöhnte,verhöhnst,verhöhne,verhöhn,verhöhnest,verhöhnt,verhöhnten"
neg,verirren,-0.0498,"verirrt,verirrtet,verirr,verirrst,verirre,verirrte,verirrten,verirrest,verirrtest,verirret"
neg,verkehrswidrig,-0.0048,"verkehrswidrigste,verkehrswidrigster,verkehrswidrigstes,verkehrswidrigsten,verkehrswidrigerem,verkehrswidrigst,verkehrswidrigstem,verkehrswidrigere,verkehrswidriger,verkehrswidrigeren,verkehrswidrigen,verkehrswidrigerer,verkehrswidrigem,verkehrswidrigeres,verkehrswidrige,verkehrswidriges"
neg,verkleinern,-0.0048,"verkleinerten,verkleiner,verkleinere,verkleinert,verkleinertet,verkleinerte,verkleinertest,verkleinerst,verkleineren"
neg,verkrüppeln,-0.0048,NA
neg,verlangsamen,-0.0048,"verlangsamst,verlangsamte,verlangsamtet,verlangsamt,verlangsamet,verlangsamest,verlangsame,verlangsamten,verlangsam,verlangsamtest"
neg,verletzbar,-0.0048,"verletzbarerem,verletzbareren,verletzbare,verletzbarster,verletzbarste,verletzbareres,verletzbarsten,verletzbarerer,verletzbarstem,verletzbarstes,verletzbarst,verletzbarere,verletzbaren,verletzbarem,verletzbarer,verletzbares"
neg,verletzen,-0.3615,"verletzte,verletze,verletz,verletzt,verletzten,verletzest,verletzet,verletztest,verletztet"
neg,verletzlich,-0.0487,"verletzlicherer,verletzlichste,verletzlicheres,verletzlichstes,verletzlichster,verletzliche,verletzlicheren,verletzlicherem,verletzlichen,verletzlichem,verletzliches,verletzlicher,verletzlichere,verletzlichst,verletzlichstem,verletzlichsten"
neg,verletzt,-0.5202,"verletzterem,verletzteste,verletztestem,verletztesten,verletzteren,verletzteres,verletztere,verletzterer,verletztester,verletztestes,verletzte,verletztem,verletzten,verletzter,verletztes,verletztest"
neg,verleumden,-0.4473,"verleumdten,verleumde,verleumdet,verleumdte,verleumdetet,verleumdetest,verleumdtest,verleumdeten,verleumdest,verleumd,verleumdtet,verleumdete"
neg,verlieren,-0.393,NA
neg,verlogen,-0.3355,"verlogensten,verlogenerer,verlogeneres,verlogenes,verlogner,verlogeneren,verlogenste,verlogenstem,verlogenst,verlogenen,verlogenem,verlogenster,verlogenstes,verlogener,verlogneres,verlogene,verlogenere,verlogneren,verlognerem,verlognerer,verlogenerem,verlognere"
neg,vermeiden,-0.5265,NA
neg,vermindern,-0.0048,"vermindere,vermindert,vermindertet,verminderten,verminderen,verminder,verminderte,vermindertest,verminderst"
neg,vernichten,-0.4902,"vernichttet,vernichtte,vernichtest,vernichtete,vernichtetest,vernichttest,vernichtet,vernicht,vernichteten,vernichtetet,vernichte,vernichtten"
neg,vernichtend,-0.0048,NA
neg,verraten,-0.2087,NA
neg,verringern,-0.3537,NA
neg,verrucht,-0.1714,"verruchtesten,verruchtestem,verruchtester,verruchtestes,verruchterem,verruchteren,verruchte,verruchtest,verruchteste,verruchteres,verruchterer,verruchtes,verruchter,verruchtem,verruchtere,verruchten"
neg,verräterisch,-0.311,"verräterischsten,verräterischstem,verräterischste,verräterischstes,verräterischst,verräterischster,verräterischere,verräterischem,verräterischerem,verräterische,verräterischeren,verräterischeres,verräterischen,verräterischerer,verräterischer,verräterisches"
neg,verrückt,-0.0337,"verrückten,verrücktestes,verrücktester,verrückter,verrücktes,verrücktest,verrücktesten,verrückteste,verrückte,verrücktem,verrückterer,verrückteres,verrücktestem,verrückteren,verrückterem,verrücktere"
neg,verschimmelt,-0.0048,NA
neg,verschlechtern,-0.0048,NA
neg,verschleppen,-0.0048,"verschleppst,verschleppte,verschlepptest,verschleppest,verschlepp,verschleppet,verschleppten,verschlepptet,verschleppe,verschleppt"
neg,verschleudern,-0.0048,"verschleuder,verschleudertet,verschleuderte,verschleuderst,verschleudert,verschleudertest,verschleuderten,verschleudere,verschleuderen"
neg,verschlingen,-0.0048,NA
neg,verschmutzen,-0.0048,"verschmutzest,verschmutztet,verschmutztest,verschmutzet,verschmutzten,verschmutzte,verschmutz,verschmutzt,verschmutze"
neg,verschwenden,-0.0494,"verschwendtest,verschwend,verschwende,verschwendten,verschwendtet,verschwendeten,verschwendest,verschwendte,verschwendetest,verschwendete,verschwendet,verschwendetet"
neg,verschwenderisch,-0.0048,"verschwenderischst,verschwenderischste,verschwenderischeres,verschwenderische,verschwenderischen,verschwenderischem,verschwenderischer,verschwenderisches,verschwenderischstem,verschwenderischsten,verschwenderischster,verschwenderischstes,verschwenderischere,verschwenderischerer,verschwenderischeren,verschwenderischerem"
neg,verschwinden,-0.3588,NA
neg,versenken,-0.0048,"versenk,versenkt,versenktet,versenkte,vergesenkt,versenket,versenkst,versenke,versenktest,versenkten,versenkest"
neg,versklaven,-0.3142,"versklavt,versklavtest,versklavten,versklave,versklavet,versklav,versklavtet,versklavst,versklavte,versklavest"
neg,versklavt,-0.0048,"versklavteres,versklavterer,versklavteste,versklavtesten,versklavteren,versklavtestem,versklavterem,versklavtestes,versklavte,versklavtester,versklavtere,versklavten,versklavtest,versklavtem,versklavtes,versklavter"
neg,verspielen,-0.0048,"verspiele,verspielt,verspieltet,verspielet,verspielst,verspieltest,verspielte,verspielten,verspielest,verspiel"
neg,verspätet,-0.4819,NA
neg,verstimmen,-0.0048,"verstimmtet,verstimmet,verstimm,verstimmten,verstimme,verstimmst,verstimmt,verstimmte,verstimmtest,verstimmest"
neg,verstopfen,-0.0048,NA
neg,verstoßen,-0.3521,NA
neg,verstricken,-0.0048,"verstrick,verstrickst,verstrickte,verstrickt,verstricktet,verstricke,verstrickest,verstricket,verstricktest,verstrickten"
neg,vertreiben,-0.3684,NA
neg,verurteilen,-0.77,"verurteilest,verurteiltet,verurteil,verurteile,verurteilten,verurteilet,verurteilt,verurteilte,verurteiltest,verurteilst"
neg,verwelken,-0.0048,NA
neg,verwerflich,-0.7418,"verwerflichst,verwerflicheres,verwerflichem,verwerflicherer,verwerflichstem,verwerflichsten,verwerflichstes,verwerflichster,verwerfliche,verwerflichere,verwerflichste,verwerflichen,verwerflicherem,verwerflicheren,verwerflicher,verwerfliches"
neg,verwickeln,-0.0048,"verwickelten,verwickle,verwickeltest,verwickelen,verwickl,verwickeltet,verwickel,verwickelte,verwickelst,verwickele,verwickelt"
neg,verwirren,-0.0474,"verwirret,verwirre,verwirrtet,verwirrest,verwirrt,verwirr,verwirrst,verwirrten,verwirrte,verwirrtest"
neg,verworren,-0.0048,"verworrenstes,verworrenster,verworrenes,verworrener,verworrene,verworrenem,verworrenen,verworrenst,verworrnere,verworrenere,verworrnerem,verworrner,verworrenerer,verworrneren,verworreneres,verworrenste,verworrneres,verworrensten,verworrenerem,verworreneren,verworrnerer,verworrenstem"
neg,verwunden,-0.3186,"verwundetet,verwundtet,verwund,verwundest,verwundete,verwunde,verwundte,verwundetest,verwundten,verwundet,verwundeten,verwundtest"
neg,verwüsten,-0.0048,"verwüstest,verwüst,verwüstten,verwüstet,verwüste,verwüstt,verwüsttest,verwüstte,verwüstst,verwüsttet"
neg,verzerren,-0.0048,"verzerrte,verzerrten,verzerrst,verzerret,verzerr,verzerrtest,verzerre,verzerrest,verzerrt,verzerrtet"
neg,verzichten,-0.0048,NA
neg,verzweifeln,-0.0048,"verzweifl,verzweifeltest,verzweifelte,verzweifeltet,verzweifelst,verzweifelen,verzweifle,verzweifelten,verzweifel,verzweifele,verzweifelt"
neg,verzweifelt,-0.1947,"verzweifeltstes,verzweifeltster,verzweifelterer,verzweifeltstem,verzweifeltsten,verzweifelteres,verzweifelteren,verzweifelterem,verzweifelte,verzweifeltere,verzweifeltes,verzweifelter,verzweifeltst,verzweifeltste,verzweifelten,verzweifeltem"
neg,verzwickt,-0.0403,"verzwicktestes,verzwicktester,verzwicktem,verzwicktere,verzwickten,verzwickte,verzwickteste,verzwicktest,verzwicktes,verzwickter,verzwicktestem,verzwicktesten,verzwickteres,verzwickterer,verzwickteren,verzwickterem"
neg,verzögern,-0.3409,"verzögertet,verzögert,verzögeren,verzögerte,verzögerten,vergezögert,verzögerst,verzögertest,verzöger,verzögere"
neg,verächtlich,-0.3245,"verächtlichere,verächtlichem,verächtlichen,verächtlichster,verächtlichstes,verächtlicheres,verächtlicher,verächtlicherer,verächtlichstem,verächtlichsten,verächtliches,verächtlichst,verächtlichste,verächtlicheren,verächtlicherem,verächtliche"
neg,verängstigt,-0.056,NA
neg,verärgern,-0.1825,"verärgerte,verärgerst,verärgertest,verärgerten,verärger,verärgeren,verärgertet,verärgert,verärgere"
neg,volltrunken,-0.0048,"volltrunkenst,volltrunkenster,volltrunkenere,volltrunkenstes,volltrunkenem,volltrunkenen,volltrunkener,volltrunkenste,volltrunkene,volltrunkenes,volltrunkenstem,volltrunkensten,volltrunkeneren,volltrunkenerem,volltrunkeneres,volltrunkenerer"
neg,vorhersehbar,-0.3414,"vorhersehbarere,vorhersehbareres,vorhersehbarerer,vorhersehbarste,vorhersehbareren,vorhersehbares,vorhersehbarer,vorhersehbarerem,vorhersehbarst,vorhersehbaren,vorhersehbarem,vorhersehbarstes,vorhersehbarster,vorhersehbarsten,vorhersehbare,vorhersehbarstem"
neg,vorwerfen,-0.3254,NA
neg,vorzeitig,-0.3462,"vorzeitigerem,vorzeitigere,vorzeitigeren,vorzeitigsten,vorzeitigen,vorzeitigerer,vorzeitigste,vorzeitigstem,vorzeitigem,vorzeitigster,vorzeitiges,vorzeitige,vorzeitiger,vorzeitigeres,vorzeitigstes,vorzeitigst"
neg,vulgär,-0.3122,"vulgärsten,vulgärst,vulgäre,vulgärstem,vulgärstes,vulgäreren,vulgärster,vulgärerem,vulgäreres,vulgärerer,vulgärste,vulgärere,vulgärem,vulgären,vulgärer,vulgäres"
neg,wackelig,-0.0048,"wackeligst,wackeligerer,wackeligste,wackeligeres,wackeligere,wackeligen,wackeliger,wackeliges,wackeligstes,wackeligster,wackeligsten,wackeligem,wackeligstem,wackeligeren,wackeligerem,wackelige"
neg,wackeln,-0.0048,"wackelst,wackel,wackeltest,wackele,wackelt,wackle,wackl,wackeltet,wackelten,gewackelt,wackelte,wackelen"
neg,wahnsinnig,-0.0048,"wahnsinnigen,wahnsinnigere,wahnsinnigem,wahnsinnigst,wahnsinnigerem,wahnsinnige,wahnsinnigeren,wahnsinnigster,wahnsinnigstes,wahnsinnigerer,wahnsinnigeres,wahnsinnigsten,wahnsinnigste,wahnsinnigstem,wahnsinniges,wahnsinniger"
neg,wankelmütig,-0.0048,"wankelmütigem,wankelmütigen,wankelmütigere,wankelmütige,wankelmütigst,wankelmütigstes,wankelmütigeren,wankelmütigerem,wankelmütigster,wankelmütigerer,wankelmütigeres,wankelmütigsten,wankelmütigstem,wankelmütiges,wankelmütiger,wankelmütigste"
neg,wegfallen,-0.0048,NA
neg,weglassen,-0.3362,NA
neg,wehklagend,-0.0048,NA
neg,weinen,-0.1651,"weinst,weintet,weintest,weinte,weinet,weinest,weinten,geweint,weint,weine,wein"
neg,welken,-0.0531,"welkt,welket,gewelkt,welke,welk,welkest,welktest,welkst,welktet,welkte,welkten"
neg,wertlos,-0.6264,"wertlosest,wertlosesten,wertlosestem,wertlose,wertlosen,wertlosem,wertloses,wertloser,wertloserem,wertloseren,wertlosester,wertlosere,wertlosestes,wertloserer,wertloseste,wertloseres"
neg,wettbewerbswidrig,-0.0048,NA
neg,wichtigtun,-0.0048,NA
neg,widerlegen,-0.3452,"widerlegte,widerlegten,widergelegt,widerlegtest,widerlegst,widerlegest,widerleget,widerleg,widerlegt,widerlege,widerlegtet"
neg,widernatürlich,-0.3064,"widernatürlicher,widernatürlichere,widernatürlichen,widernatürlichst,widernatürlichem,widernatürlicherem,widernatürlichste,widernatürliches,widernatürlichstes,widernatürlicherer,widernatürlichster,widernatürlicheres,widernatürlicheren,widernatürliche,widernatürlichstem,widernatürlichsten"
neg,widerrufen,-0.0048,NA
neg,widersinnig,-0.3266,"widersinnigste,widersinnigere,widersinnigen,widersinnigst,widersinnigem,widersinnigstem,widersinnigsten,widersinnigster,widersinniges,widersinniger,widersinnigstes,widersinnigeren,widersinnige,widersinnigerem,widersinnigerer,widersinnigeres"
neg,widerspenstig,-0.1789,"widerspenstigster,widerspenstigstes,widerspenstige,widerspenstiger,widerspenstiges,widerspenstigen,widerspenstigem,widerspenstigst,widerspenstigeres,widerspenstigerer,widerspenstigerem,widerspenstigsten,widerspenstigstem,widerspenstigeren,widerspenstigere,widerspenstigste"
neg,widersprechen,-0.354,NA
neg,widersprüchlich,-0.2043,"widersprüchlicheres,widersprüchlichstes,widersprüchlichster,widersprüchlicher,widersprüchliches,widersprüchlichste,widersprüchlichsten,widersprüchlichem,widersprüchlichstem,widersprüchlichen,widersprüchlicheren,widersprüchlichst,widersprüchlicherem,widersprüchliche,widersprüchlicherer,widersprüchlichere"
neg,widerwärtig,-0.0048,"widerwärtigstes,widerwärtigster,widerwärtigerem,widerwärtigeren,widerwärtigstem,widerwärtigerer,widerwärtigsten,widerwärtigeres,widerwärtigem,widerwärtigen,widerwärtigst,widerwärtige,widerwärtigere,widerwärtigste,widerwärtiges,widerwärtiger"
neg,widrig,-0.0048,"widrigerer,widrigeres,widrigerem,widrigste,widrigeren,widrigen,widrigst,widrigstem,widrigem,widrigere,widriger,widrigsten,widrigstes,widrigster,widrige,widriges"
neg,willkürlich,-0.3481,"willkürlichster,willkürlichstes,willkürlichstem,willkürlichsten,willkürliches,willkürlicher,willkürlichem,willkürlichen,willkürlicherem,willkürlicheren,willkürlichst,willkürlichere,willkürlicheres,willkürlichste,willkürliche,willkürlicherer"
neg,wirkungslos,-0.0048,"wirkungslosere,wirkungslosesten,wirkungslosestem,wirkungsloseres,wirkungsloses,wirkungsloserer,wirkungslosest,wirkungsloser,wirkungslosem,wirkungslosen,wirkungslosester,wirkungsloseste,wirkungsloseren,wirkungslosestes,wirkungslose,wirkungsloserem"
neg,wirr,-0.1841,"wirrste,wirrstem,wirrsten,wirres,wirrerem,wirre,wirren,wirreres,wirrem,wirrere,wirrerer,wirrst,wirrstes,wirrster,wirrer,wirreren"
neg,wutentbrannt,-0.3138,"wutentbranntere,wutentbranntster,wutentbranntstes,wutentbranntstem,wutentbranntsten,wutentbrannteren,wutentbranntste,wutentbrannterem,wutentbranntst,wutentbrannte,wutentbrannteres,wutentbrannterer,wutentbrannten,wutentbranntem,wutentbrannter,wutentbranntes"
neg,wutschäumend,-0.0048,"wutschäumendem,wutschäumenden,wutschäumenderer,wutschäumenderes,wutschäumender,wutschäumendes,wutschäumendstes,wutschäumendste,wutschäumenderem,wutschäumenderen,wutschäumendstem,wutschäumendsten,wutschäumendst,wutschäumendster,wutschäumendere,wutschäumende"
neg,würgen,-0.0048,NA
neg,wüten,-0.0048,"wütest,wüttet,wütet,gewütet,wüte,wüteten,wüt,wütetest,wütten,wütetet,wütte,wüttest,wütete"
neg,wütend,-0.3233,NA
neg,zahlungsunfähig,-0.0048,NA
neg,zappeln,-0.0048,"gezappelt,zappeltet,zappelst,zappelen,zappel,zappelte,zappelt,zappeltest,zappele,zappelten,zapple,zappl"
neg,zaudern,-0.0048,"zauderst,zauderte,zaudert,zaudertet,zaudere,zaudertest,zauderen,zauderten,zauder,gezaudert"
neg,zensieren,-0.315,"zensiertet,zensiere,zensiertest,zensierst,zensierte,zensierten,zensieret,zensierest,zensier,zensiert"
neg,zerbrechen,-0.0522,NA
neg,zerfressen,-0.0048,NA
neg,zerren,-0.0048,"zerrtet,zerrtest,zerret,zerrest,gezerrt,zerrten,zerrt,zerre,zerrst,zerrte,zerr"
neg,zerrissen,-0.4776,"zerrissenes,zerrissener,zerrissenst,zerrissenen,zerrissenster,zerrissenstes,zerrissenste,zerrissenerer,zerrissenstem,zerrissensten,zerrisseneres,zerrissenerem,zerrisseneren,zerrissenere,zerrissenem,zerrissene"
neg,zerschlagen,-0.0048,"zerschlagenere,zerschlagenerem,zerschlagenste,zerschlageneren,zerschlagenem,zerschlagenst,zerschlagenstem,zerschlagenen,zerschlagenerer,zerschlagensten,zerschlageneres,zerschlagener,zerschlagenstes,zerschlagenes,zerschlagenster,zerschlagene"
neg,zerschmettern,-0.0048,"zerschmettertest,zerschmetterten,zerschmetterst,zerschmettere,zerschmettert,zerschmetter,zerschmetteren,zerschmettertet,zerschmetterte"
neg,zerschunden,-0.0048,"zerschundnerem,zerschundene,zerschundeneres,zerschundenerer,zerschundneren,zerschundenstes,zerschundneres,zerschundenster,zerschundeneren,zerschundnerer,zerschundnere,zerschundenerem,zerschundner,zerschundenes,zerschundener,zerschundenste,zerschundenen,zerschundenere,zerschundenem,zerschundenst,zerschundenstem,zerschundensten"
neg,zersetzen,-0.0048,"zersetz,zersetzte,zersetztet,zersetzest,zersetzten,zersetztest,zersetzet,zersetze,zersetzt"
neg,zersetzend,-0.0048,NA
neg,zerstreuen,-0.0048,NA
neg,zerstören,-0.5131,"zerstöret,zerstörest,zerstörten,zerstörte,zerstörst,zerstörtest,zerstöre,zerstör,zerstört,zerstörtet"
neg,zerstörerisch,-0.4715,"zerstörerischsten,zerstörerischerer,zerstörerischstem,zerstörerischeres,zerstörerischstes,zerstörerischster,zerstörerische,zerstörerischem,zerstörerischere,zerstörerischen,zerstörerischst,zerstörerisches,zerstörerischerem,zerstörerischeren,zerstörerischer,zerstörerischste"
neg,zerstört,-0.503,NA
neg,ziellos,-0.3305,"ziellose,ziellosest,zielloser,ziellosen,ziellosem,zielloseste,zielloserem,zielloses,zielloserer,zielloseres,zielloseren,ziellosester,ziellosestes,ziellosere,ziellosestem,ziellosesten"
neg,zittern,-0.0048,"zitteren,zitterte,zitterst,zitter,zitterten,zittertet,zittertest,zittert,zittere,gezittert"
neg,zornig,-0.1853,"zornigerer,zorniges,zorniger,zornigeres,zornige,zornigen,zornigem,zornigste,zornigeren,zornigerem,zornigst,zornigere,zornigsten,zornigstem,zornigster,zornigstes"
neg,zurückbleiben,-0.1831,NA
neg,zurückgeben,-0.0619,NA
neg,zurückgegeben,-0.3502,NA
neg,zurückgehen,-0.0048,NA
neg,zurückgeschickt,-0.3377,"zurückgeschicktste,zurückgeschickterem,zurückgeschicktstem,zurückgeschicktsten,zurückgeschickteren,zurückgeschicktster,zurückgeschicktstes,zurückgeschickte,zurückgeschicktere,zurückgeschickterer,zurückgeschickteres,zurückgeschickter,zurückgeschicktes,zurückgeschickten,zurückgeschicktst,zurückgeschicktem"
neg,zurückhalten,-0.0048,NA
neg,zurückschicken,-0.331,"zurückschickt,zurückschick,zurückschickten,zurückschicket,zurückschicktet,zurückgeschickt,zurückschickte,zurückschickst,zurückschicke,zurückschicktest,zurückschickest"
neg,zusammenbrechen,-0.3317,NA
neg,zusammenhanglos,-0.0048,"zusammenhanglosestes,zusammenhangloseren,zusammenhangloserem,zusammenhangloserer,zusammenhangloseres,zusammenhanglose,zusammenhanglosestem,zusammenhanglosesten,zusammenhangloseste,zusammenhanglosester,zusammenhanglosere,zusammenhangloser,zusammenhangloses,zusammenhanglosen,zusammenhanglosem,zusammenhanglosest"
neg,zusammenrechen,-0.0048,NA
neg,zusammenschlagen,-0.0395,NA
neg,zusammenstoßen,-0.0048,NA
neg,zwecklos,-0.0048,"zwecklosen,zwecklosem,zweckloser,zweckloses,zwecklosere,zwecklosester,zwecklosestes,zweckloseres,zweckloserer,zwecklosest,zwecklosesten,zwecklosestem,zweckloseste,zweckloseren,zweckloserem,zwecklose"
neg,zweideutig,-0.3174,"zweideutigsten,zweideutigstem,zweideutigstes,zweideutigster,zweideutigste,zweideutigere,zweideutigerem,zweideutigeren,zweideutigst,zweideutigem,zweideutige,zweideutigen,zweideutigeres,zweideutiges,zweideutiger,zweideutigerer"
neg,zweifelhaft,-0.3455,"zweifelhaftem,zweifelhaften,zweifelhafteres,zweifelhaftestem,zweifelhafterer,zweifelhaftest,zweifelhaftesten,zweifelhafte,zweifelhafteren,zweifelhafterem,zweifelhafteste,zweifelhaftestes,zweifelhaftester,zweifelhaftere,zweifelhafter,zweifelhaftes"
neg,zweifeln,-0.1935,"zweifelten,gezweifelt,zweifelen,zweifle,zweifeltet,zweifl,zweifeltest,zweifelt,zweifelte,zweifelst,zweifele,zweifel"
neg,zweitklassig,-0.1725,"zweitklassigste,zweitklassigeren,zweitklassiges,zweitklassiger,zweitklassigerem,zweitklassigsten,zweitklassigstem,zweitklassigerer,zweitklassigeres,zweitklassigem,zweitklassigere,zweitklassigstes,zweitklassigen,zweitklassigster,zweitklassige,zweitklassigst"
neg,zwiespältig,-0.0048,"zwiespältige,zwiespältigstem,zwiespältigsten,zwiespältigst,zwiespältigen,zwiespältigem,zwiespältiger,zwiespältigerem,zwiespältigeren,zwiespältiges,zwiespältigerer,zwiespältigeres,zwiespältigste,zwiespältigstes,zwiespältigere,zwiespältigster"
neg,zwieträchtig,-0.0048,"zwieträchtigst,zwieträchtigem,zwieträchtigen,zwieträchtige,zwieträchtiger,zwieträchtigste,zwieträchtiges,zwieträchtigster,zwieträchtigeren,zwieträchtigstes,zwieträchtigerem,zwieträchtigsten,zwieträchtigere,zwieträchtigstem,zwieträchtigerer,zwieträchtigeres"
neg,zwingen,-0.4975,NA
neg,zögern,-0.0048,"gezögert,zögertet,zögeren,zögerst,zöger,zögertest,zögerte,zögerten,zögert,zögere"
neg,züchtigen,-0.0048,"züchtigt,züchtigtest,züchtige,gezüchtigt,züchtigtet,züchtigest,züchtig,züchtiget,züchtigst,züchtigte,züchtigten"
neg,Ärger,-0.3465,NA
neg,Ärgernis,-0.3357,"Ärgernises,Ärgerniss,Ärgernisen,Ärgernise"
neg,Übel,-0.4895,"Übels,Übeln"
neg,Überfüllung,-0.0048,NA
neg,Übergewicht,-0.2011,"Übergewichtes,Übergewichten,Übergewichte,Übergewichts"
neg,Überhöhung,-0.0048,NA
neg,Überlastung,-0.0048,NA
neg,Übermaß,-0.3337,"Übermaßs,Übermaßes"
neg,Überschreitung,-0.0048,NA
neg,Überschuß,-0.1924,NA
neg,Überschwemmung,-0.0048,Überschwemmungen
neg,Übertreibung,-0.0424,Übertreibungen
neg,ängstigen,-0.3193,NA
neg,ängstlich,-0.4735,"ängstlichst,ängstlichste,ängstlichen,ängstlichem,ängstlicheren,ängstlichstem,ängstlichsten,ängstlicherem,ängstlicher,ängstlichster,ängstliche,ängstlichstes,ängstliches,ängstlichere,ängstlicheres,ängstlicherer"
neg,ärgerlich,-0.3111,"ärgerlichstem,ärgerlichsten,ärgerlichen,ärgerlichst,ärgerlichem,ärgerliches,ärgerlichster,ärgerlicher,ärgerlichstes,ärgerlicherer,ärgerlicheres,ärgerlicheren,ärgerlicherem,ärgerliche,ärgerlichere,ärgerlichste"
neg,ärgern,-0.0048,NA
neg,öde,-0.457,"ödeere,ödeerer,ödeeres,ödeen,ödees,ödeer,ödeste,ödestem,ödesten,ödestes,ödeeren,ödeerem,ödester,ödeem,ödest,ödee"
neg,übellaunig,-0.0048,"übellaunigerer,übellauniges,übellauniger,übellaunigem,übellaunigere,übellaunigeres,übellaunigen,übellaunige,übellaunigst,übellaunigste,übellaunigstes,übellaunigster,übellaunigeren,übellaunigerem,übellaunigsten,übellaunigstem"
neg,überfallen,-0.3457,NA
neg,überflutet,-0.0048,NA
neg,überflüssig,-0.5154,"überflüssiges,überflüssiger,überflüssigere,überflüssigerem,überflüssigstes,überflüssigeren,überflüssigen,überflüssigste,überflüssigem,überflüssigeres,überflüssigst,überflüssigerer,überflüssige,überflüssigstem,überflüssigsten,überflüssigster"
neg,übergewichtig,-0.3215,"übergewichtigstes,übergewichtigster,übergewichtigste,übergewichtigstem,übergewichtigeren,übergewichtigst,übergewichtigeres,übergewichtigsten,übergewichtigerer,übergewichtiger,übergewichtigerem,übergewichtigen,übergewichtigere,übergewichtigem,übergewichtige,übergewichtiges"
neg,überhöhen,-0.0048,"überhöhtet,überhöhe,überhöht,überhöhet,überhöhest,überhöhtest,überhöhst,überhöhte,überhöhten,überhöh"
neg,überlastet,-0.3413,NA
